order_id,date,product,region,channel,quantity,unit_price,sales
1009,2025-09-09,Headphones,Bangkok,Retail,2,904,1808
1010,2025-10-15,SSD,Ayutthaya,Distributor,1,838,838
1011,2024-09-03,Tablet,Bangkok,Distributor,7,1147,8029
1012,2025-01-31,Headphones,Rayong,Online,6,314,1884
1013,2024-10-02,Headphones,Chiang Mai,Distributor,5,507,2535
1014,2025-08-20,Webcam,Rayong,Distributor,6,492,2952
1015,2024-12-15,Keyboard,Nakhon Ratchasima,Online,1,826,826
1016,2024-02-27,Mouse,Chiang Mai,Distributor,5,1327,6635
1017,2025-03-02,Dock,Bangkok,Retail,4,591,2364
1018,2024-03-09,Keyboard,Ayutthaya,Retail,1,1298,1298
1019,2025-08-26,Mouse,Ayutthaya,Distributor,5,438,2190
1020,2024-02-23,SSD,Nakhon Ratchasima,Online,1,974,974
1021,2024-09-02,Headphones,Khon Kaen,Retail,6,962,5772
1022,2024-08-15,Tablet,Chonburi,Retail,5,1027,5135
1023,2024-03-22,Monitor,Bangkok,Online,2,993,1986
1024,2024-06-29,Router,Nakhon Ratchasima,Retail,7,499,3493
1025,2024-11-06,Mouse,Phuket,Distributor,1,162,162
1026,2024-10-19,SSD,Rayong,Distributor,3,236,708
1027,2024-09-07,Dock,Nakhon Ratchasima,Online,3,1330,3990
1028,2024-12-12,SSD,Phuket,Online,5,99,495
1029,2025-05-25,Monitor,Phuket,Retail,3,1254,3762
1030,2024-04-17,Mouse,Phuket,Retail,1,585,585
1031,2025-03-14,Webcam,Khon Kaen,Online,8,321,2568
1032,2025-03-19,Headphones,Phuket,Online,2,779,1558
1033,2024-06-02,Tablet,Bangkok,Online,4,1088,4352
1034,2024-09-01,Mouse,Bangkok,Retail,5,924,4620
1035,2024-04-15,Monitor,Phuket,Online,4,1191,4764
1036,2024-08-27,Webcam,Rayong,Distributor,4,1305,5220
1037,2025-10-29,Mouse,Nakhon Ratchasima,Distributor,6,748,4488
1038,2024-02-05,Laptop,Chiang Mai,Retail,6,280,1680
1039,2024-10-05,Router,Khon Kaen,Retail,2,374,748
1040,2025-07-22,Keyboard,Chonburi,Online,5,600,3000
1041,2024-06-22,Mouse,Phuket,Retail,8,901,7208
1042,2024-12-13,Dock,Khon Kaen,Retail,2,555,1110
1043,2024-02-10,SSD,Rayong,Distributor,5,772,3860
1044,2025-12-13,SSD,Ayutthaya,Online,7,1028,7196
1045,2025-12-22,Router,Bangkok,Online,1,516,516
1046,2024-02-05,Tablet,Bangkok,Retail,3,1374,4122
1047,2025-08-24,Dock,Phuket,Online,8,524,4192
1048,2025-01-14,Monitor,Nakhon Ratchasima,Distributor,6,230,1380
1049,2025-05-19,Monitor,Ayutthaya,Retail,5,1122,5610
1050,2024-07-27,Monitor,Rayong,Retail,8,1478,11824
1051,2025-04-25,Monitor,Ayutthaya,Online,5,225,1125
1052,2024-02-14,SSD,Ayutthaya,Retail,6,1067,6402
1053,2024-06-26,Dock,Chonburi,Retail,8,1209,9672
1054,2024-07-27,Keyboard,Rayong,Online,8,512,4096
1055,2024-10-21,Headphones,Bangkok,Distributor,3,586,1758
1056,2024-12-04,Router,Phuket,Online,8,235,1880
1057,2024-09-30,Keyboard,Ayutthaya,Retail,7,252,1764
1058,2024-07-29,SSD,Bangkok,Retail,3,92,276
1059,2024-03-12,Keyboard,Chiang Mai,Online,7,952,6664
1060,2024-10-28,Router,Chonburi,Retail,7,881,6167
1061,2025-10-10,Webcam,Chonburi,Distributor,6,375,2250
1062,2025-09-25,Router,Bangkok,Retail,1,288,288
1063,2025-03-26,Headphones,Ayutthaya,Retail,6,1122,6732
1064,2025-11-29,Dock,Phuket,Retail,4,773,3092
1065,2025-07-19,Headphones,Phuket,Retail,6,353,2118
1066,2025-05-10,Laptop,Phuket,Retail,8,796,6368
1067,2024-08-16,Router,Phuket,Retail,6,133,798
1068,2025-01-29,Webcam,Chiang Mai,Distributor,3,1102,3306
1069,2024-05-12,Dock,Chonburi,Online,8,467,3736
1070,2025-03-28,Tablet,Ayutthaya,Retail,3,420,1260
1071,2025-04-07,Router,Phuket,Distributor,4,1185,4740
1072,2024-11-12,Router,Phuket,Online,6,651,3906
1073,2025-04-16,Headphones,Phuket,Retail,1,270,270
1074,2024-07-02,Mouse,Chiang Mai,Distributor,7,1291,9037
1075,2025-10-12,Tablet,Bangkok,Distributor,6,773,4638
1076,2024-03-24,Laptop,Rayong,Online,2,88,176
1077,2024-10-12,Monitor,Chiang Mai,Online,8,139,1112
1078,2024-03-09,Webcam,Chiang Mai,Online,2,718,1436
1079,2025-04-19,Headphones,Unknown,Retail,5,1251,6255
1080,2024-04-04,Dock,Khon Kaen,Distributor,3,1151,3453
1081,2025-07-24,Keyboard,Khon Kaen,Distributor,4,1114,4456
1082,2024-06-04,Router,Chiang Mai,Retail,3,193,579
1083,2024-12-23,Webcam,Ayutthaya,Retail,7,532,3724
1084,2025-11-16,SSD,Khon Kaen,Retail,8,275,2200
1085,2025-08-17,Mouse,Ayutthaya,Online,8,1042,8336
1086,2025-12-31,Router,Ayutthaya,Retail,8,1208,9664
1087,2024-06-24,Laptop,Rayong,Online,8,567,4536
1088,2024-11-08,Laptop,Unknown,Distributor,5,324,1620
1089,2024-12-29,Keyboard,Ayutthaya,Online,7,1070,7490
1090,2025-09-03,Router,Rayong,Distributor,4,689,2756
1091,2025-07-09,Tablet,Chiang Mai,Online,7,1410,9870
1092,2025-11-20,Tablet,Phuket,Online,5,1349,6745
1093,2025-11-12,Headphones,Chonburi,Retail,5,1265,6325
1094,2024-06-16,Dock,Chiang Mai,Distributor,3,612,1836
1095,2024-05-05,SSD,Rayong,Online,4,1146,4584
1096,2025-10-02,Router,Bangkok,Retail,1,199,199
1097,2024-01-26,Monitor,Nakhon Ratchasima,Distributor,4,923,3692
1098,2024-09-03,Router,Ayutthaya,Retail,7,260,1820
1099,2024-12-06,Router,Phuket,Distributor,2,51,-102
1100,2024-03-14,Laptop,Ayutthaya,Distributor,8,323,2584
1101,2024-07-29,Laptop,Phuket,Online,1,329,329
1102,2025-06-22,Laptop,Bangkok,Retail,5,902,4510
1103,2025-05-20,Dock,Chiang Mai,Distributor,6,870,5220
1104,2025-03-18,Mouse,Rayong,Retail,3,1179,3537
1105,2025-02-01,Dock,Ayutthaya,Online,5,490,2450
1106,2025-06-19,Mouse,Phuket,Retail,6,824,4944
1107,2024-07-08,Laptop,Khon Kaen,Retail,5,1344,6720
1108,2025-10-15,SSD,Ayutthaya,Distributor,8,24,192
1109,2024-02-29,Tablet,Phuket,Retail,7,47,329
1110,2024-08-17,Keyboard,Phuket,Distributor,1,986,986
1111,2024-07-31,SSD,Chonburi,Online,4,1325,5300
1112,2025-08-17,Tablet,Rayong,Online,6,745,4470
1113,2025-08-08,Mouse,Phuket,Distributor,5,261,1305
1114,2025-05-09,Dock,Ayutthaya,Retail,8,1405,11240
1115,2024-04-01,Tablet,Chiang Mai,Retail,5,883,4415
1116,2025-02-27,SSD,Bangkok,Online,2,948,1896
1117,2025-01-18,Webcam,Phuket,Retail,5,320,1600
1118,2025-05-02,SSD,Khon Kaen,Distributor,5,518,2590
1119,2024-09-17,Tablet,Rayong,Distributor,7,965,6755
1120,2025-01-19,Laptop,Khon Kaen,Retail,3,254,762
1121,2025-07-27,Headphones,Khon Kaen,Online,7,721,5047
1122,2025-11-20,Headphones,Ayutthaya,Distributor,4,1025,4100
1123,2025-08-09,Headphones,Bangkok,Retail,5,359,1795
1124,2024-03-13,Laptop,Nakhon Ratchasima,Distributor,1,375,375
1125,2025-10-06,Mouse,Nakhon Ratchasima,Online,6,747,4482
1126,2025-10-14,Headphones,Rayong,Online,2,1475,2950
1127,2024-05-05,Mouse,Nakhon Ratchasima,Distributor,8,813,6504
1128,2024-10-02,Webcam,Rayong,Retail,7,1005,7035
1129,2024-04-13,Keyboard,Nakhon Ratchasima,Online,5,374,1870
1130,2025-04-15,Headphones,Chiang Mai,Distributor,4,612,2448
1131,2025-03-14,Webcam,Ayutthaya,Online,3,639,1917
1132,2024-08-01,Mouse,Phuket,Retail,6,396,2376
1133,2025-01-09,Mouse,Nakhon Ratchasima,Online,7,26,182
1134,2024-09-07,Webcam,Ayutthaya,Retail,2,116,232
1135,2025-02-03,Headphones,Bangkok,Distributor,1,30,30
1136,2024-01-30,Webcam,Bangkok,Online,3,300,900
1137,2024-12-10,Keyboard,Phuket,Online,6,1436,8616
1138,2024-12-24,Headphones,Rayong,Retail,6,1331,7986
1139,2024-10-13,Router,Chiang Mai,Online,2,897,1794
1140,2025-04-03,Router,Chonburi,Retail,7,515,3605
1141,2024-07-22,Router,Khon Kaen,Distributor,3,1378,4134
1142,2024-08-07,SSD,Rayong,Online,4,553,2212
1143,2025-07-27,Router,Nakhon Ratchasima,Online,5,844,4220
1144,2024-06-06,Headphones,Ayutthaya,Online,7,563,3941
1145,2025-05-27,Mouse,Chiang Mai,Distributor,2,922,1844
1146,2024-05-06,Monitor,Khon Kaen,Distributor,7,847,5929
1147,2025-03-11,Laptop,Ayutthaya,Retail,5,343,1715
1148,2024-11-19,SSD,Bangkok,Retail,1,896,896
1149,2025-11-05,Webcam,Khon Kaen,Distributor,5,1335,6675
1150,2024-03-10,Webcam,Chonburi,Distributor,5,1307,6535
1151,2025-09-13,Keyboard,Khon Kaen,Retail,2,566,1132
1152,2024-11-16,Headphones,Khon Kaen,Distributor,7,48,336
1153,2025-09-30,SSD,Chiang Mai,Online,1,584,584
1154,2025-03-04,Monitor,Chonburi,Retail,6,223,1338
1155,2025-07-16,Webcam,Chiang Mai,Online,6,1312,7872
1156,2025-09-30,Webcam,Chiang Mai,Distributor,7,67,469
1157,2025-04-24,Dock,Phuket,Online,3,1143,3429
1158,2025-07-13,Monitor,Rayong,Retail,1,1322,1322
1159,2025-09-06,SSD,Ayutthaya,Retail,5,221,1105
1160,2025-03-18,Tablet,Rayong,Distributor,5,870,4350
1161,2024-04-20,Monitor,Chiang Mai,Retail,7,177,1239
1162,2025-09-20,Mouse,Ayutthaya,Retail,7,509,3563
1163,2024-12-29,Keyboard,Chonburi,Retail,2,1160,2320
1164,2025-08-12,Mouse,Khon Kaen,Online,4,1232,4928
1165,2025-05-02,SSD,Chiang Mai,Retail,7,1006,7042
1166,2025-09-19,Router,Bangkok,Retail,4,1404,5616
1167,2024-02-20,Tablet,Nakhon Ratchasima,Distributor,7,577,4039
1168,2024-03-10,Headphones,Chiang Mai,Retail,5,860,4300
1169,2025-08-14,Dock,Rayong,Online,8,1482,11856
1170,2025-12-28,Mouse,Bangkok,Online,7,1019,7133
1171,2025-07-04,Monitor,Ayutthaya,Distributor,4,932,3728
1172,2024-10-07,Dock,Bangkok,Distributor,4,790,3160
1173,2025-10-18,SSD,Khon Kaen,Retail,3,1111,3333
1174,2025-04-29,Laptop,Bangkok,Retail,5,124,620
1175,2024-11-20,Laptop,Nakhon Ratchasima,Online,8,748,5984
1176,2025-03-13,Dock,Khon Kaen,Retail,2,850,1700
1177,2025-12-31,Keyboard,Nakhon Ratchasima,Distributor,1,228,228
1178,2024-04-30,Mouse,Chiang Mai,Retail,6,1160,6960
1179,2025-09-29,Webcam,Chiang Mai,Retail,7,658,4606
1180,2024-08-27,Headphones,Nakhon Ratchasima,Retail,1,604,604
1181,2025-11-30,Tablet,Nakhon Ratchasima,Retail,4,185,740
1182,2024-07-23,Webcam,Chiang Mai,Retail,4,398,1592
1183,2024-01-03,Monitor,Chiang Mai,Retail,3,112,336
1184,2024-06-29,Dock,Nakhon Ratchasima,Online,1,577,577
1185,2024-10-06,Monitor,Phuket,Distributor,4,917,3668
1186,2024-10-01,Keyboard,Ayutthaya,Retail,8,1064,8512
1187,2025-11-12,Tablet,Phuket,Distributor,5,808,4040
1188,2024-04-28,Keyboard,Rayong,Online,6,476,2856
1189,2024-01-07,Headphones,Rayong,Online,4,108,432
1190,2025-04-24,Webcam,Rayong,Online,8,813,6504
1191,2025-10-09,Router,Bangkok,Distributor,6,655,3930
1192,2025-05-02,Webcam,Phuket,Retail,6,1488,8928
1193,2025-11-15,Laptop,Phuket,Retail,8,78,624
1194,2025-08-30,Router,Phuket,Online,6,799,4794
1195,2024-02-21,Keyboard,Rayong,Distributor,3,962,2886
1196,2025-07-14,Tablet,Phuket,Online,3,125,375
1197,2025-03-22,Webcam,Khon Kaen,Online,6,638,3828
1198,2024-05-16,Monitor,Ayutthaya,Online,6,156,936
1199,2024-10-11,Dock,Unknown,Distributor,7,819,5733
1200,2024-09-02,Headphones,Nakhon Ratchasima,Distributor,8,628,5024
1201,2024-09-08,Tablet,Khon Kaen,Retail,3,49,147
1202,2024-09-07,Mouse,Khon Kaen,Online,3,872,2616
1203,2025-04-09,Router,Chiang Mai,Online,8,927,7416
1204,2025-07-16,SSD,Nakhon Ratchasima,Distributor,4,847,3388
1205,2024-04-29,Tablet,Chiang Mai,Online,4,1032,4128
1206,2024-10-23,Tablet,Chiang Mai,Distributor,7,1227,8589
1207,2025-10-15,Mouse,Phuket,Online,2,300,600
1208,2025-04-05,Mouse,Ayutthaya,Distributor,6,324,1944
1209,2025-09-17,Router,Chiang Mai,Retail,1,1197,1197
1210,2025-07-25,SSD,Ayutthaya,Online,8,384,3072
1211,2024-03-04,Mouse,Chiang Mai,Distributor,4,1482,5928
1212,2025-12-29,SSD,Rayong,Online,5,1250,6250
1213,2024-01-14,Mouse,Chonburi,Online,1,997,997
1214,2024-11-24,Monitor,Chonburi,Distributor,8,395,3160
1215,2024-04-29,Headphones,Chiang Mai,Distributor,1,49,49
1216,2025-10-06,Dock,Chonburi,Distributor,8,1074,8592
1217,2025-07-14,Monitor,Rayong,Retail,8,516,4128
1218,2025-04-05,Keyboard,Chonburi,Online,5,1207,6035
1219,2024-09-26,Headphones,Rayong,Online,8,784,6272
1220,2025-12-27,SSD,Nakhon Ratchasima,Online,3,1217,3651
1221,2025-06-21,Dock,Nakhon Ratchasima,Retail,5,1475,7375
1222,2024-05-27,Router,Phuket,Online,3,1014,3042
1223,2024-10-16,Headphones,Chonburi,Online,4,1264,5056
1224,2025-05-31,Webcam,Chonburi,Online,1,1104,1104
1225,2025-11-05,Tablet,Khon Kaen,Distributor,8,1434,11472
1226,2024-09-03,Router,Unknown,Distributor,7,1062,7434
1227,2025-08-04,Headphones,Chonburi,Retail,5,1130,5650
1228,2025-02-17,Dock,Rayong,Online,6,1359,8154
1229,2025-03-30,Keyboard,Phuket,Online,4,1225,4900
1230,2024-01-25,Mouse,Nakhon Ratchasima,Online,8,418,3344
1231,2025-11-04,Headphones,Bangkok,Online,4,942,3768
1232,2024-03-29,Headphones,Chiang Mai,Distributor,7,1316,9212
1233,2024-09-14,Dock,Rayong,Online,3,181,543
1234,2025-02-15,Keyboard,Rayong,Distributor,7,1172,8204
1235,2025-12-25,Dock,Bangkok,Distributor,7,130,910
1236,2025-12-31,Mouse,Ayutthaya,Retail,2,1333,2666
1237,2025-06-14,Monitor,Khon Kaen,Retail,2,1457,2914
1238,2024-09-02,Router,Nakhon Ratchasima,Distributor,3,65,195
1239,2025-01-08,Dock,Bangkok,Distributor,6,1399,8394
1240,2024-10-03,Router,Khon Kaen,Retail,7,869,6083
1241,2025-01-24,Dock,Chonburi,Online,6,674,4044
1242,2024-02-17,Dock,Nakhon Ratchasima,Retail,3,467,1401
1243,2024-02-04,Laptop,Phuket,Online,5,1303,6515
1244,2024-03-07,Dock,Chonburi,Online,8,382,3056
1245,2025-03-04,Mouse,Phuket,Distributor,5,338,1690
1246,2024-08-12,Monitor,Chonburi,Retail,5,728,3640
1247,2025-04-09,Tablet,Rayong,Distributor,8,1389,11112
1248,2024-03-01,SSD,Nakhon Ratchasima,Retail,1,745,745
1249,2025-04-15,Tablet,Ayutthaya,Retail,8,1301,10408
1250,2024-08-16,Laptop,Chonburi,Retail,6,23,138
1251,2025-09-08,Laptop,Chonburi,Distributor,6,740,4440
1252,2025-04-05,Monitor,Chonburi,Online,3,129,387
1253,2024-02-28,Tablet,Rayong,Online,2,461,922
1254,2025-03-13,Keyboard,Khon Kaen,Online,6,839,-5034
1255,2024-05-10,Monitor,Chonburi,Distributor,7,233,1631
1256,2024-07-17,Tablet,Rayong,Online,3,1166,3498
1257,2025-10-20,Router,Nakhon Ratchasima,Distributor,6,407,2442
1258,2025-09-16,Tablet,Bangkok,Online,3,606,-1818
1259,2024-07-28,Router,Chiang Mai,Distributor,7,716,5012
1260,2024-02-25,Router,Unknown,Retail,5,1119,5595
1261,2024-11-17,Webcam,Unknown,Online,8,117,936
1262,2025-12-24,Keyboard,Chonburi,Online,4,544,2176
1263,2024-06-28,SSD,Phuket,Distributor,1,73,73
1264,2025-05-12,Mouse,Nakhon Ratchasima,Online,4,924,3696
1265,2025-10-06,Webcam,Nakhon Ratchasima,Distributor,7,400,2800
1266,2025-12-29,Router,Khon Kaen,Online,3,1140,3420
1267,2025-06-04,Keyboard,Nakhon Ratchasima,Distributor,1,457,457
1268,2025-03-23,SSD,Phuket,Retail,2,1466,2932
1269,2025-05-22,Mouse,Rayong,Online,3,1287,3861
1270,2024-11-02,Headphones,Phuket,Online,5,234,1170
1271,2024-06-23,Tablet,Rayong,Online,3,218,654
1272,2025-04-09,Laptop,Khon Kaen,Retail,7,1324,9268
1273,2025-04-29,SSD,Ayutthaya,Distributor,1,199,199
1274,2025-07-28,Tablet,Chiang Mai,Online,6,682,4092
1275,2025-02-18,Dock,Rayong,Retail,2,537,1074
1276,2024-02-21,Keyboard,Chiang Mai,Distributor,3,704,2112
1277,2025-06-24,Tablet,Nakhon Ratchasima,Online,7,538,3766
1278,2024-10-07,Headphones,Ayutthaya,Distributor,5,1344,6720
1279,2025-01-18,Laptop,Chiang Mai,Online,1,993,993
1280,2025-12-18,Mouse,Chonburi,Retail,2,604,1208
1281,2025-02-05,Tablet,Chonburi,Distributor,6,1389,8334
1282,2025-07-07,Dock,Khon Kaen,Retail,4,1204,4816
1283,2025-10-14,Router,Chiang Mai,Retail,3,191,573
1284,2025-07-25,Laptop,Rayong,Distributor,5,614,3070
1285,2025-05-01,Laptop,Bangkok,Distributor,6,879,5274
1286,2024-05-18,Dock,Chiang Mai,Distributor,7,1462,10234
1287,2024-06-03,Monitor,Nakhon Ratchasima,Online,4,1245,4980
1288,2025-10-18,Router,Khon Kaen,Distributor,7,610,4270
1289,2025-03-28,Tablet,Rayong,Online,6,140,840
1290,2024-10-19,Webcam,Khon Kaen,Retail,7,495,3465
1291,2025-07-03,Keyboard,Chonburi,Retail,8,633,5064
1292,2024-10-31,SSD,Khon Kaen,Retail,2,723,1446
1293,2024-08-27,SSD,Bangkok,Retail,8,1161,9288
1294,2025-01-10,Webcam,Bangkok,Distributor,5,832,4160
1295,2025-02-15,Dock,Khon Kaen,Distributor,4,185,740
1296,2025-07-03,Keyboard,Khon Kaen,Online,1,853,853
1297,2025-02-08,Dock,Ayutthaya,Distributor,6,1179,7074
1298,2025-02-15,Laptop,Phuket,Retail,8,783,6264
1299,2025-11-04,Webcam,Phuket,Distributor,6,893,5358
1300,2024-06-07,Webcam,Nakhon Ratchasima,Distributor,5,480,2400
1301,2024-12-19,Laptop,Phuket,Online,6,1074,6444
1302,2025-09-24,Dock,Phuket,Retail,2,535,1070
1303,2024-04-16,Dock,Nakhon Ratchasima,Online,4,286,1144
1304,2024-10-16,Webcam,Ayutthaya,Distributor,8,1144,9152
1305,2025-08-03,SSD,Phuket,Online,5,702,3510
1306,2024-09-27,SSD,Rayong,Retail,1,499,499
1307,2024-03-16,Dock,Nakhon Ratchasima,Retail,3,622,1866
1308,2025-04-28,Router,Rayong,Retail,8,546,4368
1309,2024-04-26,Headphones,Rayong,Online,8,1467,11736
1310,2024-01-21,Router,Bangkok,Online,3,524,1572
1311,2025-04-14,Mouse,Chiang Mai,Distributor,5,192,960
1312,2024-09-28,Laptop,Chonburi,Retail,5,1067,5335
1313,2025-10-21,Mouse,Rayong,Online,3,1203,3609
1314,2025-03-29,Headphones,Chonburi,Retail,8,985,7880
1315,2024-03-01,Headphones,Chiang Mai,Online,5,1078,5390
1316,2025-12-23,Headphones,Phuket,Retail,4,369,1476
1317,2025-01-16,Monitor,Nakhon Ratchasima,Distributor,6,645,3870
1318,2024-07-13,Laptop,Phuket,Distributor,3,419,1257
1319,2024-06-25,Monitor,Phuket,Online,4,396,1584
1320,2025-10-30,Router,Ayutthaya,Online,2,1451,2902
1321,2024-01-11,Headphones,Bangkok,Retail,3,1155,3465
1322,2024-03-02,Dock,Nakhon Ratchasima,Retail,4,766,3064
1323,2025-08-09,Dock,Phuket,Distributor,2,815,1630
1324,2025-08-14,Monitor,Nakhon Ratchasima,Retail,8,1204,9632
1325,2024-02-09,Router,Chiang Mai,Online,5,1426,7130
1326,2025-03-21,SSD,Rayong,Retail,2,603,1206
1327,2025-06-14,Headphones,Ayutthaya,Distributor,6,1014,6084
1328,2024-05-08,Monitor,Nakhon Ratchasima,Distributor,2,961,1922
1329,2024-08-15,Headphones,Bangkok,Distributor,2,348,696
1330,2024-03-08,Laptop,Unknown,Retail,8,621,4968
1331,2024-07-03,Monitor,Khon Kaen,Online,6,1253,7518
1332,2024-02-14,Laptop,Khon Kaen,Retail,4,1084,4336
1333,2024-05-13,Laptop,Ayutthaya,Retail,6,1463,8778
1334,2025-08-16,Laptop,Ayutthaya,Retail,1,585,585
1335,2024-01-19,Monitor,Nakhon Ratchasima,Retail,2,501,1002
1336,2025-09-25,Mouse,Chonburi,Distributor,3,52,156
1337,2025-06-09,Laptop,Chiang Mai,Online,8,500,4000
1338,2025-11-09,Webcam,Ayutthaya,Retail,2,758,1516
1339,2024-10-14,Mouse,Khon Kaen,Distributor,5,688,-3440
1340,2025-01-03,Dock,Bangkok,Online,2,230,460
1341,2025-07-09,Webcam,Chiang Mai,Online,6,1123,6738
1342,2025-07-20,Dock,Chonburi,Distributor,4,181,724
1343,2024-06-21,Mouse,Bangkok,Online,6,899,5394
1344,2024-04-23,Webcam,Ayutthaya,Online,7,258,1806
1345,2024-10-18,Mouse,Bangkok,Online,4,1269,-5076
1346,2024-01-10,Mouse,Phuket,Distributor,1,1328,1328
1347,2024-04-19,Mouse,Chiang Mai,Online,7,1483,10381
1348,2025-04-29,Headphones,Nakhon Ratchasima,Retail,8,797,6376
1349,2024-12-23,Mouse,Phuket,Distributor,7,875,6125
1350,2024-03-14,Router,Bangkok,Retail,4,1240,4960
1351,2024-03-29,Router,Phuket,Distributor,6,1055,6330
1352,2024-12-22,Keyboard,Phuket,Retail,2,496,-992
1353,2024-10-21,Dock,Rayong,Distributor,3,87,261
1354,2025-06-09,Headphones,Bangkok,Online,1,788,788
1355,2024-11-10,Laptop,Phuket,Retail,4,565,2260
1356,2024-03-23,SSD,Nakhon Ratchasima,Distributor,2,1110,2220
1357,2024-06-28,Laptop,Phuket,Online,7,1465,10255
1358,2024-06-04,Laptop,Ayutthaya,Distributor,7,874,6118
1359,2025-10-30,SSD,Khon Kaen,Online,1,338,338
1360,2025-04-30,Tablet,Nakhon Ratchasima,Distributor,5,1062,5310
1361,2024-12-24,Mouse,Chonburi,Retail,5,67,335
1362,2025-10-15,SSD,Khon Kaen,Distributor,1,688,688
1363,2025-07-08,Dock,Bangkok,Retail,4,294,1176
1364,2025-06-29,Laptop,Rayong,Retail,3,1273,3819
1365,2024-04-03,SSD,Chonburi,Distributor,1,889,889
1366,2025-07-10,Laptop,Nakhon Ratchasima,Distributor,1,95,95
1367,2024-03-26,Tablet,Chonburi,Distributor,8,1150,9200
1368,2025-05-07,Router,Ayutthaya,Online,4,982,3928
1369,2024-02-26,Monitor,Ayutthaya,Online,8,1371,10968
1370,2025-06-02,Laptop,Phuket,Retail,7,482,3374
1371,2025-11-16,Router,Bangkok,Online,3,549,1647
1372,2025-03-07,Dock,Khon Kaen,Retail,3,544,1632
1373,2024-03-02,Router,Chonburi,Online,2,335,670
1374,2025-02-06,SSD,Chiang Mai,Retail,1,969,969
1375,2025-10-02,Router,Khon Kaen,Distributor,4,1305,5220
1376,2025-06-09,Monitor,Nakhon Ratchasima,Retail,7,1360,9520
1377,2024-04-20,Mouse,Nakhon Ratchasima,Distributor,8,1248,9984
1378,2024-04-07,Monitor,Chiang Mai,Retail,1,728,728
1379,2025-07-28,SSD,Ayutthaya,Distributor,5,280,1400
1380,2025-03-31,SSD,Ayutthaya,Retail,5,476,2380
1381,2024-01-25,Headphones,Nakhon Ratchasima,Retail,6,1110,6660
1382,2024-10-13,Laptop,Bangkok,Retail,2,212,424
1383,2025-01-15,SSD,Nakhon Ratchasima,Retail,6,967,5802
1384,2025-02-05,Laptop,Khon Kaen,Retail,3,440,1320
1385,2025-02-10,Laptop,Nakhon Ratchasima,Retail,7,799,5593
1386,2024-04-06,Mouse,Bangkok,Distributor,4,1276,5104
1387,2025-06-25,SSD,Ayutthaya,Distributor,8,1236,9888
1388,2024-07-03,Monitor,Bangkok,Retail,1,440,440
1389,2024-10-24,Keyboard,Rayong,Online,4,218,872
1390,2024-11-21,Laptop,Khon Kaen,Online,5,370,1850
1391,2024-11-28,Monitor,Chiang Mai,Online,7,47,329
1392,2025-11-04,Mouse,Rayong,Distributor,8,774,6192
1393,2024-08-07,Webcam,Rayong,Online,6,1126,6756
1394,2024-04-30,SSD,Chiang Mai,Online,2,499,998
1395,2024-11-14,Tablet,Nakhon Ratchasima,Distributor,1,645,645
1396,2025-12-05,Laptop,Chonburi,Online,2,1470,2940
1397,2024-05-14,Mouse,Ayutthaya,Online,8,1260,10080
1398,2024-12-03,Webcam,Ayutthaya,Online,5,694,3470
1399,2025-11-10,Headphones,Rayong,Online,3,1079,3237
1400,2025-05-04,Headphones,Phuket,Retail,1,1130,1130
1401,2024-04-04,Webcam,Ayutthaya,Online,4,651,2604
1402,2024-08-15,Router,Khon Kaen,Retail,8,1368,10944
1403,2024-10-14,Dock,Ayutthaya,Retail,1,1319,1319
1404,2025-10-27,Mouse,Phuket,Retail,4,812,3248
1405,2025-08-04,Monitor,Nakhon Ratchasima,Online,7,67,469
1406,2024-01-31,Laptop,Bangkok,Retail,5,572,2860
1407,2025-03-28,Laptop,Ayutthaya,Online,5,160,800
1408,2025-07-16,Tablet,Bangkok,Distributor,1,101,101
1409,2024-02-25,Tablet,Ayutthaya,Retail,7,629,4403
1410,2024-09-10,Dock,Phuket,Online,1,452,452
1411,2024-04-16,Laptop,Bangkok,Retail,7,61,427
1412,2025-07-07,Tablet,Khon Kaen,Distributor,8,1001,8008
1413,2024-08-29,Laptop,Chiang Mai,Retail,7,671,4697
1414,2024-07-28,Dock,Ayutthaya,Distributor,6,627,3762
1415,2025-02-13,Tablet,Nakhon Ratchasima,Distributor,5,926,4630
1416,2025-06-12,Router,Rayong,Retail,1,482,482
1417,2025-10-02,Mouse,Khon Kaen,Retail,1,1484,1484
1418,2024-04-07,Laptop,Chonburi,Distributor,4,553,2212
1419,2025-02-01,Keyboard,Bangkok,Retail,2,581,1162
1420,2024-07-07,Webcam,Phuket,Retail,5,1167,5835
1421,2024-08-29,Webcam,Ayutthaya,Distributor,5,985,4925
1422,2024-10-01,Keyboard,Nakhon Ratchasima,Distributor,2,880,1760
1423,2024-12-28,Monitor,Nakhon Ratchasima,Online,4,768,3072
1424,2025-08-19,Webcam,Bangkok,Retail,2,1342,2684
1425,2025-12-29,Webcam,Ayutthaya,Retail,4,638,2552
1426,2024-09-01,SSD,Bangkok,Distributor,4,1184,4736
1427,2024-09-26,Tablet,Nakhon Ratchasima,Distributor,7,763,5341
1428,2024-12-27,Router,Chiang Mai,Online,5,556,2780
1429,2024-08-21,Tablet,Rayong,Online,5,1026,5130
1430,2024-09-20,Laptop,Ayutthaya,Distributor,6,1094,6564
1431,2024-06-22,Dock,Bangkok,Retail,3,307,921
